Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
2023-05-15,11:00:00,,,Import Growth (YoY) (Apr),-22.32%,-7.85%,-6.26%
2023-05-15,11:00:00,,,Trade Balance (Apr),3.94B,3.38B,2.83B
2023-05-18,All Day,,,Indonesia - Ascension Day,,,
2023-05-23,16:01:00,,,Balance of Payments (EUR) (Q1),6.5B,,-1.3B
2023-05-23,16:01:00,,,Current Account % of GDP (Q1),0.90%,,1.34%
2023-05-25,14:20:00,,,Loans (YoY) (Apr),8.08%,,9.93%
2023-05-25,14:30:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2023-05-25,14:30:00,,,Deposit Facility Rate (May),5.00%,5.00%,5.00%
2023-05-25,14:30:00,,,Lending Facility Rate (May),6.50%,6.50%,6.50%
2023-05-29,10:00:00,,,M2 Money Supply (YoY) (Apr),5.50%,,6.20%
2023-06-01,All Day,,,Indonesia - Pancasila Day,,,
2023-06-02,All Day,,,Indonesia - Vesak Day,,,
2023-06-05,11:00:00,,,Core Inflation (YoY) (May),2.66%,2.80%,2.83%
2023-06-05,11:00:00,,,Inflation (YoY) (May),4.00%,4.22%,4.33%
2023-06-05,11:00:00,,,Inflation (MoM) (May),0.09%,0.30%,0.33%
2023-06-09,10:00:00,,,FX Reserves (USD) (May),139.30B,,144.20B
2023-06-12,10:00:00,,,Consumer Confidence (May),128.3,,126.1
2023-06-13,10:00:00,,,Retail Sales (YoY) (Apr),1.50%,,4.90%
2023-06-15,11:00:00,,,Export Growth (YoY) (May),0.96%,-8.70%,-29.40%
2023-06-15,11:00:00,,,Import Growth (YoY) (May),14.35%,-11.00%,-22.32%
2023-06-15,11:00:00,,,Trade Balance (May),0.44B,3.02B,3.94B
2023-06-15,13:00:00,,,Car Sales (YoY) (May),65.20%,,-28.80%
2023-06-19,13:10:00,,,Motorbike Sales (YoY) (May),113.40%,,-19.40%
2023-06-22,14:20:00,,,Deposit Facility Rate (Jun),5.00%,5.00%,5.00%
2023-06-22,14:20:00,,,Lending Facility Rate (Jun),6.50%,6.50%,6.50%
2023-06-22,14:20:00,,,Loans (YoY) (May),9.39%,,8.08%
2023-06-22,14:30:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2023-06-26,10:30:00,,,M2 Money Supply (YoY) (May),6.10%,,5.60%
2023-06-28,All Day,,,Indonesia - Eid al-Adha,,,
2023-06-29,All Day,,,Indonesia - Eid al-Adha,,,
2023-06-30,All Day,,,Indonesia - Eid al-Adha,,,
2023-07-03,11:00:00,,,Core Inflation (YoY) (Jun),2.58%,2.64%,2.66%
2023-07-03,11:00:00,,,Inflation (YoY),3.52%,3.64%,4.00%
2023-07-03,11:00:00,,,Inflation (MoM),0.14%,0.24%,0.09%
2023-07-07,10:00:00,,,FX Reserves (USD) (Jun),137.50B,,139.30B
2023-07-10,10:00:00,,,Consumer Confidence (Jun),127.1,,128.3
2023-07-10,10:00:00,,,Motorbike Sales (YoY) (Jun),66.60%,,113.40%
2023-07-12,10:30:00,,,Retail Sales (YoY) (May),-4.50%,,1.50%
2023-07-13,10:30:00,,,Car Sales (YoY) (Jun),4.70%,,65.20%
2023-07-14,09:00:00,,,Motorbike Sales (YoY),66.60%,,113.40%
2023-07-17,11:00:00,,,Export Growth (YoY) (Jun),-21.18%,-18.65%,0.92%
2023-07-17,11:00:00,,,Import Growth (YoY) (Jun),-18.35%,-7.75%,14.35%
2023-07-17,11:00:00,,,Trade Balance (Jun),3.46B,1.35B,0.43B
2023-07-19,All Day,,,Indonesia - Islamic New Year (Hijri),,,
2023-07-21,11:00:00,,,Foreign Direct Investment (YoY) (Q2),14.20%,,20.20%
2023-07-25,14:00:00,,,Deposit Facility Rate (Jul),5.00%,5.00%,5.00%
2023-07-25,14:00:00,,,Lending Facility Rate (Jul),6.50%,6.50%,6.50%
2023-07-25,14:20:00,,,Loans (YoY) (Jun),7.76%,,9.39%
2023-07-25,14:30:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2023-07-27,09:30:00,,,M2 Money Supply (YoY) (Jun),6.10%,,6.10%
2023-08-01,11:00:00,,,Core Inflation (YoY) (Jul),2.43%,2.50%,2.58%
2023-08-01,11:00:00,,,Inflation (YoY),3.08%,3.10%,3.52%
2023-08-01,11:00:00,,,Inflation (MoM),0.21%,0.22%,0.14%
2023-08-07,10:00:00,,,FX Reserves (USD) (Jul),137.70B,,137.50B
2023-08-07,11:09:00,,,GDP (YoY) (Q2),5.17%,4.93%,5.04%
2023-08-07,11:09:00,,,GDP (QoQ) (Q2),3.86%,3.72%,-0.91%
2023-08-08,11:30:00,,,Consumer Confidence (Jul),123.5,,127.1
2023-08-09,10:00:00,,,Retail Sales (YoY) (Jun),7.90%,,-4.50%
2023-08-09,14:30:00,,,Motorbike Sales (YoY),45.60%,,66.60%
2023-08-09,18:30:00,,,Car Sales (YoY),-6.70%,,4.60%
2023-08-15,11:00:00,,,Export Growth (YoY) (Jul),-18.03%,-18.30%,-21.18%
2023-08-15,11:00:00,,,Import Growth (YoY) (Jul),-8.32%,-15.50%,-18.35%
2023-08-15,11:00:00,,,Trade Balance (Jul),1.31B,2.53B,3.46B
2023-08-17,All Day,,,Indonesia - Independence Day,,,
2023-08-22,10:00:00,,,Balance of Payments (EUR) (Q2),-7.4B,,6.5B
2023-08-22,10:00:00,,,Current Account % of GDP (Q2),-0.50%,,0.90%
2023-08-24,14:00:00,,,Deposit Facility Rate (Aug),5.00%,5.00%,5.00%
2023-08-24,14:00:00,,,Lending Facility Rate (Aug),6.50%,6.50%,6.50%
2023-08-24,14:30:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2023-08-24,15:00:00,,,Loans (YoY) (Jun),8.54%,,9.39%
2023-08-28,10:00:00,,,M2 Money Supply (YoY) (Jul),6.40%,,6.10%
2023-09-01,09:00:00,,,Core Inflation (YoY),2.18%,2.30%,2.43%
2023-09-01,09:00:00,,,Inflation (YoY),3.27%,3.33%,3.08%
2023-09-01,09:00:00,,,Inflation (MoM),-0.02%,0.10%,0.21%
2023-09-07,10:00:00,,,FX Reserves (USD) (Aug),137.10B,,137.70B
2023-09-08,10:00:00,,,Consumer Confidence (Aug),125.2,,123.5
2023-09-11,07:40:00,,,Motorbike Sales (YoY) (Aug),1.80%,,45.60%
2023-09-11,10:00:00,,,Car Sales (YoY) (Aug),-8.30%,,-6.80%
2023-09-11,10:00:00,,,Retail Sales (YoY) (Jul),1.60%,,7.90%
2023-09-15,09:00:00,,,Export Growth (YoY) (Aug),-21.21%,-22.00%,-18.10%
2023-09-15,09:00:00,,,Import Growth (YoY) (Aug),-14.77%,-9.33%,-8.32%
2023-09-15,09:00:00,,,Trade Balance (Aug),3.12B,1.55B,1.29B
2023-09-21,14:20:00,,,Interest Rate Decision,5.75%,5.75%,5.75%
2023-09-21,14:20:00,,,Deposit Facility Rate (Sep),5.00%,5.00%,5.00%
2023-09-21,14:20:00,,,Lending Facility Rate (Sep),6.50%,6.50%,6.50%
2023-09-21,14:20:00,,,Loans (YoY),9.06%,,8.54%
2023-09-25,10:00:00,,,M2 Money Supply (YoY) (Aug),5.90%,,6.40%
2023-09-28,All Day,,,Indonesia - Mawlid-al-Nabi,,,
2023-10-02,11:00:00,,,Core Inflation (YoY) (Sep),2.00%,2.08%,2.18%
2023-10-02,11:00:00,,,Inflation (YoY),2.28%,2.20%,3.27%
2023-10-02,11:00:00,,,Inflation (MoM),0.19%,0.14%,-0.02%
2023-10-06,10:00:00,,,FX Reserves (USD) (Sep),134.90B,,137.10B
2023-10-09,10:00:00,,,Consumer Confidence (Sep),121.7,,125.2
2023-10-10,12:30:00,,,Retail Sales (YoY),1.10%,,1.60%
2023-10-10,17:00:00,,,Motorbike Sales (YoY),-0.90%,,1.80%
2023-10-11,08:00:00,,,Car Sales (YoY),-20.10%,,-8.30%
2023-10-16,11:00:00,,,Export Growth (YoY) (Sep),-16.17%,-13.50%,-21.21%
2023-10-16,11:00:00,,,Import Growth (YoY) (Sep),-12.45%,-5.50%,-14.77%
2023-10-16,11:00:00,,,Trade Balance (Sep),3.42B,2.13B,3.12B
2023-10-19,11:00:00,,,Loans (YoY) (Sep),8.96%,,9.06%
2023-10-19,14:00:00,,,Deposit Facility Rate (Oct),5.25%,5.00%,5.00%
2023-10-19,14:00:00,,,Lending Facility Rate (Oct),6.75%,6.50%,6.50%
2023-10-19,14:30:00,,,Interest Rate Decision,6.00%,5.75%,5.75%
2023-10-20,10:00:00,,,Foreign Direct Investment (YoY) (Q3),16.20%,,14.20%
2023-10-24,10:00:00,,,M2 Money Supply (YoY) (Sep),6.00%,,5.90%
2023-11-01,11:00:00,,,Core Inflation (YoY) (Oct),1.91%,2.00%,2.00%
2023-11-01,11:00:00,,,Inflation (YoY),2.56%,2.60%,2.28%
2023-11-01,11:00:00,,,Inflation (MoM),0.17%,0.24%,0.19%
2023-11-06,11:10:00,,,GDP (YoY) (Q3),4.94%,5.05%,5.17%
2023-11-06,11:10:00,,,GDP (QoQ) (Q3),1.60%,1.71%,3.86%
2023-11-07,10:00:00,,,FX Reserves (USD) (Oct),133.10B,,134.90B
2023-11-08,10:00:00,,,Consumer Confidence (Oct),124.3,,121.7
2023-11-08,16:00:00,,,Motorbike Sales (YoY),-4.00%,,-0.90%
2023-11-08,16:45:00,,,Car Sales (YoY),-13.90%,,-20.10%
2023-11-09,10:00:00,,,Retail Sales (YoY) (Sep),1.50%,,1.10%
2023-11-15,11:00:00,,,Export Growth (YoY) (Oct),-10.43%,-15.35%,-16.27%
2023-11-15,11:00:00,,,Import Growth (YoY) (Oct),-2.42%,-7.40%,-12.45%
2023-11-15,11:00:00,,,Trade Balance (Oct),3.48B,3.00B,3.41B
2023-11-21,10:00:00,,,Balance of Payments (EUR) (Q3),-1.5B,,-7.4B
2023-11-21,10:00:00,,,Current Account % of GDP (Q3),-0.20%,,-0.50%
2023-11-23,14:20:00,,,Loans (YoY) (Oct),8.99%,,8.96%
2023-11-23,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2023-11-23,14:30:00,,,Deposit Facility Rate (Nov),5.25%,5.25%,5.25%
2023-11-23,14:30:00,,,Lending Facility Rate (Nov),6.75%,6.75%,6.75%
2023-11-27,10:00:00,,,M2 Money Supply (YoY) (Oct),3.40%,,6.00%
2023-12-01,09:15:00,,,Core Inflation (YoY),1.87%,1.97%,1.91%
2023-12-01,09:15:00,,,Inflation (YoY),2.86%,2.71%,2.56%
2023-12-01,09:15:00,,,Inflation (MoM),0.38%,0.22%,0.17%
2023-12-07,10:00:00,,,FX Reserves (USD) (Nov),138.10B,,133.10B
2023-12-08,10:00:00,,,Consumer Confidence (Nov),123.6,,124.3
2023-12-11,10:00:00,,,Motorbike Sales (YoY) (Nov),-2.80%,,-4.00%
2023-12-11,10:40:00,,,Retail Sales (YoY),2.40%,,1.50%
2023-12-13,10:00:00,,,Car Sales (YoY),-7.50%,,-13.80%
2023-12-15,09:00:00,,,Export Growth (YoY) (Nov),-8.56%,-9.36%,-10.43%
2023-12-15,09:00:00,,,Import Growth (YoY) (Nov),3.29%,0.20%,-2.42%
2023-12-15,09:00:00,,,Trade Balance (Nov),2.41B,3.05B,3.47B
2023-12-21,14:00:00,,,Deposit Facility Rate (Dec),5.25%,5.25%,5.25%
2023-12-21,14:00:00,,,Lending Facility Rate (Dec),6.75%,6.75%,6.75%
2023-12-21,14:20:00,,,Loans (YoY) (Nov),9.74%,,8.99%
2023-12-21,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2023-12-22,11:00:00,,,M2 Money Supply (YoY) (Nov),3.30%,,3.40%
2023-12-25,All Day,,,Indonesia - Christmas,,,
2023-12-26,All Day,,,Indonesia - Christmas,,,
2024-01-01,All Day,,,Indonesia - New Year's Day,,,
2024-01-02,11:00:00,,,Core Inflation (YoY) (Dec),1.80%,1.85%,1.87%
2024-01-02,11:00:00,,,Inflation (YoY) (Dec),2.61%,2.72%,2.86%
2024-01-02,11:00:00,,,Inflation (MoM) (Dec),0.41%,0.50%,0.38%
2024-01-08,09:00:00,,,Motorbike Sales (YoY) (Dec),-11.60%,,-2.80%
2024-01-08,10:00:00,,,FX Reserves (USD) (Dec),146.40B,,138.10B
2024-01-09,10:00:00,,,Consumer Confidence (Dec),123.8,,123.6
2024-01-10,08:00:00,,,Retail Sales (YoY) (Nov),2.10%,,2.40%
2024-01-11,10:00:00,,,Car Sales (YoY),-19.10%,,-7.50%
2024-01-15,11:00:00,,,Export Growth (YoY) (Dec),-5.76%,-8.10%,-8.56%
2024-01-15,11:00:00,,,Import Growth (YoY) (Dec),-3.81%,0.40%,3.29%
2024-01-15,11:00:00,,,Trade Balance (Dec),3.30B,1.92B,2.41B
2024-01-17,14:00:00,,,Deposit Facility Rate (Jan),5.25%,5.25%,5.25%
2024-01-17,14:00:00,,,Lending Facility Rate (Jan),6.75%,6.75%,6.75%
2024-01-17,14:00:00,,,Loans (YoY) (Dec),10.38%,,9.74%
2024-01-17,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2024-01-22,10:00:00,,,M2 Money Supply (YoY) (Nov),3.50%,,3.40%
2024-01-24,11:00:00,,,Foreign Direct Investment (YoY) (Q4),5.30%,,16.20%
2024-02-01,11:00:00,,,Core Inflation (YoY) (Jan),1.68%,1.76%,1.80%
2024-02-01,11:00:00,,,Inflation (YoY) (Jan),2.57%,2.55%,2.61%
2024-02-01,11:00:00,,,Inflation (MoM) (Jan),0.04%,0.29%,0.41%
2024-02-05,11:07:00,,,GDP (QoQ) (Q4),0.45%,0.41%,1.60%
2024-02-05,11:08:00,,,GDP (YoY) (Q4),5.04%,5.00%,4.94%
2024-02-05,11:08:00,,,GDP Annual,5.05%,,5.31%
2024-02-07,10:00:00,,,FX Reserves (USD) (Jan),145.10B,,146.40B
2024-02-08,All Day,,,Indonesia - Al Isra' wal-Mi'raj,,,
2024-02-09,All Day,,,Indonesia - Chinese New Year,,,
2024-02-09,07:40:00,,,Motorbike Sales (YoY),-3.70%,,-11.60%
2024-02-13,10:00:00,,,Consumer Confidence (Jan),125,,123.8
2024-02-13,11:30:00,,,Car Sales (YoY) (Jan),-26.10%,,-19.10%
2024-02-14,All Day,,,Indonesia - Election Day,,,
2024-02-15,11:00:00,,,Export Growth (YoY) (Jan),-8.06%,-2.70%,-5.85%
2024-02-15,11:00:00,,,Import Growth (YoY) (Jan),0.36%,1.30%,-3.81%
2024-02-15,11:00:00,,,Trade Balance (Jan),2.01B,2.99B,3.30B
2024-02-16,10:00:00,,,Retail Sales (YoY) (Dec),0.20%,,2.10%
2024-02-21,14:20:00,,,Loans (YoY) (Jan),11.83%,,10.38%
2024-02-21,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2024-02-21,14:30:00,,,Deposit Facility Rate (Feb),5.25%,5.25%,5.25%
2024-02-21,14:30:00,,,Lending Facility Rate (Feb),6.75%,6.75%,6.75%
2024-02-22,10:00:00,,,Balance of Payments (EUR) (Q1),8.6B,,-1.5B
2024-02-22,10:00:00,,,Current Account % of GDP (Q1),-0.40%,,-0.20%
2024-02-23,10:00:00,,,M2 Money Supply (YoY) (Jan),5.40%,,3.50%
2024-03-01,09:00:00,,,Core Inflation (YoY) (Feb),1.68%,1.71%,1.68%
2024-03-01,09:00:00,,,Inflation (YoY) (Feb),2.75%,2.60%,2.57%
2024-03-01,09:00:00,,,Inflation (MoM) (Feb),0.37%,0.23%,0.04%
2024-03-07,10:00:00,,,FX Reserves (USD) (Feb),144.00B,,145.10B
2024-03-11,All Day,,,Indonesia - Hindu Saka New Year,,,
2024-03-11,06:50:00,,,Car Sales (YoY),-18.80%,,-26.10%
2024-03-11,07:20:00,,,Motorbike Sales (YoY) (Feb),-2.90%,,-3.70%
2024-03-12,All Day,,,Indonesia - Hindu Saka New Year,,,
2024-03-13,10:00:00,,,Consumer Confidence (Feb),123.1,,125
2024-03-14,10:15:00,,,Retail Sales (YoY) (Jan),1.10%,,0.20%
2024-03-15,09:00:00,,,Export Growth (YoY) (Feb),-9.45%,-6.50%,-8.20%
2024-03-15,09:00:00,,,Import Growth (YoY) (Feb),15.84%,9.30%,0.36%
2024-03-15,09:00:00,,,Trade Balance (Feb),0.87B,2.32B,2.00B
2024-03-20,14:20:00,,,Loans (YoY) (Feb),11.28%,,11.83%
2024-03-20,14:30:00,,,Interest Rate Decision,6.00%,6.00%,6.00%
2024-03-20,14:30:00,,,Deposit Facility Rate (Mar),5.25%,5.25%,5.25%
2024-03-20,14:30:00,,,Lending Facility Rate (Mar),6.75%,6.75%,6.75%
2024-03-22,10:00:00,,,M2 Money Supply (YoY) (Feb),5.30%,,5.40%
2024-03-29,All Day,,,Indonesia - Good Friday,,,
2024-04-01,11:00:00,,,Core Inflation (YoY) (Mar),1.77%,1.70%,1.68%
2024-04-01,11:00:00,,,Inflation (YoY) (Mar),3.05%,2.91%,2.75%
2024-04-01,11:00:00,,,Inflation (MoM) (Mar),0.52%,0.39%,0.37%
2024-04-05,10:00:00,,,FX Reserves (USD) (Mar),140.40B,,144.00B
2024-04-07,14:30:00,,,Motorbike Sales (YoY),-7.80%,,-2.90%
2024-04-08,All Day,,,Indonesia - Eid al-Fitr,,,
2024-04-09,All Day,,,Indonesia - Eid al-Fitr,,,
2024-04-10,All Day,,,Indonesia - Eid al-Fitr,,,
2024-04-11,All Day,,,Indonesia - Eid al-Fitr,,,
2024-04-11,09:30:00,,,Car Sales (YoY),-26.20%,,-18.80%
2024-04-12,All Day,,,Indonesia - Eid al-Fitr,,,
2024-04-15,All Day,,,Indonesia - Eid al-Fitr,,,
2024-04-16,10:25:00,,,Consumer Confidence (Mar),123.8,,123.1
2024-04-17,10:00:00,,,Retail Sales (YoY) (Feb),6.40%,,1.10%
2024-04-22,11:00:00,,,Export Growth (YoY) (Mar),-4.19%,,-9.60%
2024-04-22,11:00:00,,,Import Growth (YoY) (Mar),-12.76%,,15.84%
2024-04-22,11:00:00,,,Trade Balance (Mar),4.47B,,0.83B
2024-04-24,14:00:00,,,Loans (YoY) (Mar),12.40%,,11.28%
2024-04-24,14:30:00,,,Interest Rate Decision,6.25%,6.00%,6.00%
2024-04-24,14:30:00,,,Deposit Facility Rate (Apr),5.50%,5.25%,5.25%
2024-04-24,14:30:00,,,Lending Facility Rate (Apr),7.00%,6.75%,6.75%
2024-04-25,10:00:00,,,M2 Money Supply (YoY) (Mar),7.20%,,5.30%
2024-04-29,11:00:00,,,Foreign Direct Investment (YoY) (Q1),15.50%,,16.20%
2024-05-01,All Day,,,Indonesia - Labor Day,,,
2024-05-02,11:00:00,,,Core Inflation (YoY) (Apr),1.82%,1.76%,1.77%
2024-05-02,11:00:00,,,Inflation (YoY) (Apr),3.00%,3.06%,3.05%
2024-05-02,11:00:00,,,Inflation (MoM) (Apr),0.25%,0.21%,0.52%
2024-05-06,11:00:00,,,GDP (YoY) (Q1),5.11%,5.00%,5.04%
2024-05-06,11:00:00,,,GDP (QoQ) (Q1),-0.83%,-0.89%,0.45%
2024-05-08,11:00:00,,,FX Reserves (USD) (Apr),136.20B,,140.40B
2024-05-09,All Day,,,Indonesia - Ascension Day,,,
2024-05-09,07:40:00,,,Motorbike Sales (YoY),18.30%,,-7.80%
2024-05-10,All Day,,,Indonesia - Ascension Day,,,
2024-05-13,10:00:00,,,Consumer Confidence (Apr),127.7,,123.8
2024-05-13,11:00:00,,,Car Sales (YoY) (Apr),-17.50%,,-26.20%
2024-05-13,11:00:00,,,Motorbike Sales (YoY) (Apr),18.30%,,-7.80%
2024-05-14,10:00:00,,,Retail Sales (YoY) (Mar),9.30%,,6.40%
2024-05-15,11:00:00,,,Export Growth (YoY) (Apr),1.72%,4.57%,-3.75%
2024-05-15,11:00:00,,,Import Growth (YoY) (Apr),4.62%,8.69%,-12.76%
2024-05-15,11:00:00,,,Trade Balance (Apr),3.56B,3.30B,4.58B
2024-05-20,10:00:00,,,Balance of Payments (EUR) (Q4),-6.0B,,-1.5B
2024-05-20,10:00:00,,,Current Account % of GDP (Q4),-0.60%,,-0.20%
2024-05-22,14:00:00,,,Loans (YoY) (Apr),13.09%,,12.40%
2024-05-22,14:30:00,,,Interest Rate Decision,6.25%,6.25%,6.25%
2024-05-22,14:30:00,,,Deposit Facility Rate (May),5.50%,5.50%,5.50%
2024-05-22,14:30:00,,,Lending Facility Rate (May),7.00%,7.00%,7.00%
2024-05-23,All Day,,,Indonesia - Vesak Day,,,
2024-05-24,All Day,,,Indonesia - Vesak Day,,,
2024-05-27,10:00:00,,,M2 Money Supply (YoY) (Apr),6.90%,,7.20%
2024-06-03,11:00:00,,,Core Inflation (YoY) (May),1.93%,1.88%,1.82%
2024-06-03,11:00:00,,,Inflation (YoY) (May),2.84%,2.94%,3.00%
2024-06-03,11:00:00,,,Inflation (MoM) (May),-0.03%,0.05%,0.25%
2024-06-07,10:00:00,,,FX Reserves (USD) (May),139.00B,,136.20B
2024-06-10,10:10:00,,,Consumer Confidence (May),125.2,,127.7
2024-06-11,09:15:00,,,Car Sales (YoY) (May),-13.30%,,-17.50%
2024-06-11,10:20:00,,,Retail Sales (YoY) (Apr),-2.70%,,9.30%
2024-06-12,10:20:00,,,Motorbike Sales (YoY) (May),-4.50%,,18.30%
2024-06-17,All Day,,,Indonesia - Eid al-Adha,,,
2024-06-18,All Day,,,Indonesia - Eid al-Adha,,,
2024-06-19,11:00:00,,,Export Growth (YoY) (May),2.86%,0.78%,1.72%
2024-06-19,11:00:00,,,Import Growth (YoY) (May),-8.83%,-8.56%,10.09%
2024-06-19,11:00:00,,,Trade Balance (May),2.93B,2.74B,2.27B
2024-06-20,14:20:00,,,Loans (YoY) (May),12.15%,,13.09%
2024-06-20,14:30:00,,,Interest Rate Decision,6.25%,6.25%,6.25%
2024-06-20,14:30:00,,,Deposit Facility Rate (Jun),5.50%,5.50%,5.50%
2024-06-20,14:30:00,,,Lending Facility Rate (Jun),7.00%,,7.00%
2024-06-21,10:00:00,,,M2 Money Supply (YoY) (May),7.60%,,6.90%
2024-07-01,11:00:00,,,Core Inflation (YoY) (Jun),1.90%,1.96%,1.93%
